game,rot,ordinal,nactive,set,declarer,declhand,rung,th,conf,correct,matched,violmask,violcap,violdisj,maxover,zeropost,pnamed,pbest,ptrue,bestistruth,nunknown,ncapseats,nnamedseats,ntrueseats,margspread,walloc,wok,wfeas,wtruth,named,truth
1564,4,0,1,8,0,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,202000,402000
1669,0,0,1,6,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,202022,204022
1669,3,0,1,6,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,202022,204022
1849,0,0,1,2,1,2,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,135155,135153
1849,3,0,1,2,1,2,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,135155,135153
1864,1,0,1,5,0,3,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,224000,424000
1864,4,0,1,5,0,3,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,224000,424000
1999,0,0,1,6,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,440044,440024
1999,2,0,1,4,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,024444,024442
1999,3,0,1,6,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,440044,440024
1999,5,0,1,4,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,024444,024442
65,0,0,1,8,0,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,220020,220040
65,2,0,1,8,0,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,000444,000424
65,3,0,1,8,0,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,220020,220040
65,5,0,1,8,0,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,000444,000424
230,0,0,1,3,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,024242,024442
230,3,0,1,3,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,024242,024442
245,1,0,1,2,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,220444,240444
245,2,0,1,2,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,133555,135555
245,4,0,1,2,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,220444,240444
245,5,0,1,2,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,133555,135555
725,0,0,1,8,1,2,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,315133,515133
725,3,0,1,8,1,2,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,315133,515133
770,2,0,1,5,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,222002,422002
770,5,0,1,5,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,222002,422002
890,2,0,1,7,1,3,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,311313,311513
890,5,0,1,7,1,3,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,311313,311513
920,0,0,1,5,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,133115,135115
920,3,0,1,5,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,133115,135115
935,0,0,1,5,1,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,331331,531331
935,3,0,1,5,1,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,331331,531331
1310,0,0,1,5,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,155333,155353
1310,3,0,1,5,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,155333,155353
1340,2,0,1,6,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,202240,402240
1340,5,0,1,6,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,202240,402240
1670,0,0,1,5,0,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,220200,220400
1670,3,0,1,5,0,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,220200,220400
1730,0,0,1,3,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,335515,355515
1730,3,0,1,3,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,335515,355515
1775,2,0,1,1,0,4,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,002200,004200
1775,5,0,1,1,0,4,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,002200,004200
1880,1,0,1,7,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,155515,135515
1880,4,0,1,7,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,155515,135515
66,1,0,1,7,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,531333,531335
66,4,0,1,7,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,531333,531335
261,0,0,1,8,0,3,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,224000,244000
261,3,0,1,8,0,3,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,224000,244000
381,0,0,1,8,1,2,7,-1,0,0,1,0,1,0,2,1,0,0.166667,0.166667,0,4,2,1,2,0,0,1,0,0,331133,351153
381,3,0,1,8,1,2,7,-1,0,0,1,0,1,0,2,1,0,0.166667,0.166667,0,4,2,1,2,0,0,1,0,0,331133,351153
501,1,0,1,4,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,515555,513555
501,4,0,1,4,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,515555,513555
531,2,0,1,1,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,333531,353531
531,5,0,1,1,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,333531,353531
621,2,0,1,7,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,313333,315333
621,5,0,1,7,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,313333,315333
756,2,0,1,2,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,002222,002242
756,5,0,1,2,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,002222,002242
891,0,0,1,5,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,240424,440424
891,3,0,1,5,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,240424,440424
966,2,0,1,8,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,153133,155133
966,5,0,1,8,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,153133,155133
1131,1,0,1,6,1,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,133111,153111
1131,4,0,1,6,1,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,133111,153111
1311,1,0,1,6,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,204244,202244
1311,4,0,1,6,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,204244,202244
1386,0,0,1,5,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,111353,111553
1386,3,0,1,5,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,111353,111553
1431,2,0,1,8,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,131135,151135
1431,5,0,1,8,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,131135,151135
1506,1,0,1,8,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,042440,022440
1506,4,0,1,8,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,042440,022440
1536,0,0,1,6,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,022220,042220
1536,3,0,1,6,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,022220,042220
1731,1,0,1,7,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,224022,224042
1731,4,0,1,7,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,224022,224042
1791,2,0,1,7,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,424420,224420
1791,5,0,1,7,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,424420,224420
1806,0,0,1,7,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,311531,311551
1806,1,0,1,4,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,044242,044244
1806,3,0,1,7,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,311531,311551
1806,4,0,1,4,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,044242,044244
112,1,0,1,4,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,113513,115513
112,4,0,1,4,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,113513,115513
202,2,0,1,7,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,222022,222042
202,5,0,1,7,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,222022,222042
367,0,0,1,8,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,220222,240222
367,2,0,1,6,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,202024,204024
367,3,0,1,8,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,220222,240222
367,5,0,1,6,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,202024,204024
457,0,0,1,2,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,202444,402444
457,3,0,1,2,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,202444,402444
487,0,0,1,0,0,4,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,200200,200400
487,3,0,1,0,0,4,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,200200,200400
652,0,0,1,8,1,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,315315,315515
652,3,0,1,8,1,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,315315,315515
712,0,0,1,7,0,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,020200,040200
712,3,0,1,7,0,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,020200,040200
742,0,0,1,7,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,202222,204222
742,3,0,1,7,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,202222,204222
862,2,0,1,0,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.25,0.25,0,4,2,1,2,0.5,0,1,0,0,311333,311353
862,5,0,1,0,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.25,0.25,0,4,2,1,2,0.5,0,1,0,0,311333,311353
1147,2,0,1,2,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.25,0.25,0,4,2,1,2,0.5,0,1,0,0,551515,551315
1147,5,0,1,2,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.25,0.25,0,4,2,1,2,0.5,0,1,0,0,551515,551315
1447,2,0,1,7,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,244002,444002
1447,5,0,1,7,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,244002,444002
1462,1,0,1,7,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,222202,242202
1462,4,0,1,7,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,222202,242202
1642,1,0,1,8,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,133353,133355
1642,4,0,1,8,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,133353,133355
1672,2,0,1,3,0,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,202020,204020
1672,5,0,1,3,0,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,202020,204020
1837,1,0,1,3,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,442220,442240
1837,4,0,1,3,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,442220,442240
53,1,0,1,6,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,202440,204440
53,4,0,1,6,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,202440,204440
83,1,0,1,5,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.25,0.25,1,4,2,1,2,0.5,0,1,0,0,404444,204444
83,4,0,1,5,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.25,0.25,1,4,2,1,2,0.5,0,1,0,0,404444,204444
218,0,0,1,6,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,155515,155513
218,3,0,1,6,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,155515,155513
248,1,0,1,2,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,442044,422044
248,4,0,1,2,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,442044,422044
263,0,0,1,6,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,202222,204222
263,3,0,1,6,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,202222,204222
353,2,0,1,5,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,133331,133351
353,5,0,1,5,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,133331,133351
383,0,0,1,7,1,2,7,-1,0,0,1,0,1,1,2,1,0,0.166667,0.166667,0,4,2,1,2,0,0,1,0,0,113333,115335
383,1,0,1,7,0,2,7,-1,0,0,1,0,1,0,2,1,0,0.166667,0.166667,0,4,2,1,2,0,0,1,0,0,002222,004224
383,3,0,1,7,1,2,7,-1,0,0,1,0,1,1,2,1,0,0.166667,0.166667,0,4,2,1,2,0,0,1,0,0,113333,115335
383,4,0,1,7,0,2,7,-1,0,0,1,0,1,0,2,1,0,0.166667,0.166667,0,4,2,1,2,0,0,1,0,0,002222,004224
518,1,0,1,1,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,515151,315151
518,4,0,1,1,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,515151,315151
578,0,0,1,8,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,331353,331355
578,3,0,1,8,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,331353,331355
623,1,0,1,8,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,022224,042224
623,4,0,1,8,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,022224,042224
653,1,0,1,8,0,2,7,-1,0,0,1,0,1,0,2,1,0,0.166667,0.166667,1,4,2,1,2,0,0,1,0,0,020222,020244
653,4,0,1,8,0,2,7,-1,0,0,1,0,1,0,2,1,0,0.166667,0.166667,1,4,2,1,2,0,0,1,0,0,020222,020244
803,2,0,1,5,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,220222,220422
803,5,0,1,5,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,220222,220422
848,1,0,1,5,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,551355,551335
848,4,0,1,5,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,551355,551335
863,2,0,1,4,1,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,353151,553151
863,5,0,1,4,1,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,353151,553151
968,2,0,1,0,1,2,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,311555,311535
968,5,0,1,0,1,2,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,311555,311535
1148,2,0,1,0,1,2,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,511555,511553
1148,5,0,1,0,1,2,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,511555,511553
1253,0,0,1,7,1,2,7,-1,0,0,1,0,1,0,2,1,0,0.166667,0.166667,0,4,2,1,2,0,0,1,0,0,131333,151353
1253,1,0,1,4,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,022222,024222
1253,3,0,1,7,1,2,7,-1,0,0,1,0,1,0,2,1,0,0.166667,0.166667,0,4,2,1,2,0,0,1,0,0,131333,151353
1253,4,0,1,4,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,022222,024222
1298,2,0,1,8,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,020222,020242
1298,5,0,1,8,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,020222,020242
1313,2,0,1,6,1,3,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,115313,115315
1313,5,0,1,6,1,3,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,115313,115315
1328,2,0,1,6,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,220024,240024
1328,5,0,1,6,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,220024,240024
1388,1,0,1,8,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,331353,331553
1388,4,0,1,8,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,331353,331553
1418,1,0,1,0,0,3,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,222000,242000
1418,4,0,1,0,0,3,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,222000,242000
1478,0,0,1,6,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,335515,535515
1478,3,0,1,6,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,335515,535515
1508,0,0,1,8,0,3,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,202400,204400
1508,3,0,1,8,0,3,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,202400,204400
1613,0,0,1,8,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,220442,240442
1613,3,0,1,8,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,220442,240442
1748,1,0,1,2,0,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,440004,420004
1748,2,0,1,2,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,515553,315553
1748,4,0,1,2,0,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,440004,420004
1748,5,0,1,2,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,515553,315553
1943,2,0,1,6,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,404044,204044
1943,5,0,1,6,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,404044,204044
9,0,0,1,3,0,4,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,020200,040200
9,3,0,1,3,0,4,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,020200,040200
24,2,0,1,8,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,202022,204022
24,5,0,1,8,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,202022,204022
84,0,0,1,6,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,333351,533351
84,3,0,1,6,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,333351,533351
219,1,0,1,3,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,511155,511153
219,4,0,1,3,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,511155,511153
429,1,0,1,8,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,044404,024404
429,4,0,1,8,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,044404,024404
564,0,0,1,2,0,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,044040,042040
564,3,0,1,2,0,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,044040,042040
609,2,0,1,0,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,022422,022442
609,5,0,1,0,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,022422,022442
624,0,0,1,5,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,444400,244400
