game,rot,ordinal,nactive,set,declarer,declhand,rung,th,conf,correct,matched,violmask,violcap,violdisj,maxover,zeropost,pnamed,pbest,ptrue,bestistruth,nunknown,ncapseats,nnamedseats,ntrueseats,margspread,walloc,wok,wfeas,wtruth,named,truth
1201,5,0,1,5,0,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,220002,420002
1216,2,0,1,8,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,204244,404244
1216,5,0,1,8,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,204244,404244
1351,1,0,1,8,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,202222,202224
1351,4,0,1,8,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,202222,202224
1366,0,0,1,7,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,333313,533313
1366,3,0,1,7,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,333313,533313
1396,2,0,1,3,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,244024,444024
1396,5,0,1,3,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,244024,444024
1576,2,0,1,5,0,3,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,042002,044002
1576,5,0,1,5,0,3,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,042002,044002
1786,1,0,1,7,0,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,440040,420040
1786,4,0,1,7,0,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,440040,420040
1936,0,0,1,8,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,222040,224040
1936,3,0,1,8,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,222040,224040
227,1,0,1,3,0,4,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,020200,020400
227,4,0,1,3,0,4,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,020200,020400
317,1,0,1,6,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,440444,420444
317,2,0,1,6,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,313113,315113
317,4,0,1,6,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,440444,420444
317,5,0,1,6,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,313113,315113
377,2,0,1,0,1,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,331111,351111
377,5,0,1,0,1,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,331111,351111
422,1,0,1,2,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,404442,404242
422,4,0,1,2,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,404442,404242
602,1,0,1,8,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.25,0.25,0,4,2,1,2,0.5,0,1,0,0,440442,440422
602,4,0,1,8,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.25,0.25,0,4,2,1,2,0.5,0,1,0,0,440442,440422
872,1,0,1,7,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,335531,335551
872,4,0,1,7,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,335531,335551
947,2,0,1,8,0,4,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,202000,204000
947,5,0,1,8,0,4,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,202000,204000
1007,0,0,1,7,1,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,133111,153111
1007,3,0,1,7,1,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,133111,153111
1037,0,0,1,7,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,404404,204404
1037,3,0,1,7,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,404404,204404
1112,2,0,1,6,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,022222,024222
1112,5,0,1,6,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,022222,024222
1142,0,0,1,3,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,442220,442420
1142,3,0,1,3,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,442220,442420
1232,1,0,1,7,1,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,133111,135111
1232,4,0,1,7,1,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,133111,135111
1337,2,0,1,2,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,202220,402220
1337,5,0,1,2,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,202220,402220
1397,0,0,1,2,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.25,0.25,0,4,2,1,2,0.5,0,1,0,0,555515,553515
1397,3,0,1,2,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.25,0.25,0,4,2,1,2,0.5,0,1,0,0,555515,553515
1457,0,0,1,1,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,424202,424204
1457,3,0,1,1,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,424202,424204
1562,1,0,1,4,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,222202,422202
1562,4,0,1,4,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,222202,422202
1712,0,0,1,7,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,333313,353313
1712,3,0,1,7,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,333313,353313
1892,2,0,1,2,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,515511,515311
1892,5,0,1,2,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,515511,515311
3,0,0,1,8,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.25,0.25,0,4,2,1,2,0.5,0,1,0,0,200222,200422
3,3,0,1,8,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.25,0.25,0,4,2,1,2,0.5,0,1,0,0,200222,200422
18,2,0,1,7,0,4,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,000220,000420
18,5,0,1,7,0,4,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,000220,000420
168,1,0,1,7,1,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,353113,553113
168,4,0,1,7,1,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,353113,553113
303,2,0,1,8,1,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,133111,153111
303,5,0,1,8,1,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,133111,153111
378,0,0,1,3,0,2,7,-1,0,0,1,0,1,1,2,1,0,0.166667,0.166667,0,4,2,1,2,0,0,1,0,0,020222,040224
378,3,0,1,3,0,2,7,-1,0,0,1,0,1,1,2,1,0,0.166667,0.166667,0,4,2,1,2,0,0,1,0,0,020222,040224
393,0,0,1,7,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,044044,024044
393,3,0,1,7,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,044044,024044
438,0,0,1,6,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,153555,133555
438,3,0,1,6,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,153555,133555
513,0,0,1,2,0,3,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,400202,400204
513,3,0,1,2,0,3,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,400202,400204
528,0,0,1,7,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,153131,153151
528,3,0,1,7,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,153131,153151
603,0,0,1,4,1,2,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,133313,133315
603,3,0,1,4,1,2,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,133313,133315
663,1,0,1,1,0,3,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,020024,040024
663,4,0,1,1,0,3,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,020024,040024
753,1,0,1,2,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,333133,533133
753,4,0,1,2,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,333133,533133
978,2,0,1,8,0,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,202000,402000
978,5,0,1,8,0,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,202000,402000
1038,0,0,1,6,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,424040,424020
1038,3,0,1,6,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,424040,424020
1128,1,0,1,4,0,3,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,002022,002042
1128,4,0,1,4,0,3,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,002022,002042
1158,0,0,1,3,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,202222,204222
1158,3,0,1,3,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,202222,204222
1263,0,0,1,8,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,133333,153333
1263,3,0,1,8,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,133333,153333
1293,0,0,1,7,1,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,133331,135331
1293,3,0,1,7,1,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,133331,135331
1308,0,0,1,2,0,2,7,-1,0,0,1,0,1,0,2,1,0,0.166667,0.166667,0,4,2,1,2,0,0,1,0,0,020222,020442
1308,3,0,1,2,0,2,7,-1,0,0,1,0,1,0,2,1,0,0.166667,0.166667,0,4,2,1,2,0,0,1,0,0,020222,020442
1353,2,0,1,7,0,2,7,-1,0,0,1,0,1,0,2,1,0,0.166667,0.166667,0,4,2,1,2,0,0,1,0,0,200222,200442
1353,5,0,1,7,0,2,7,-1,0,0,1,0,1,0,2,1,0,0.166667,0.166667,0,4,2,1,2,0,0,1,0,0,200222,200442
1398,2,0,1,7,1,3,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,151551,131551
1398,5,0,1,7,1,3,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,151551,131551
1623,1,0,1,8,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,313133,315133
1623,4,0,1,8,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,313133,315133
1683,2,0,1,8,0,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,020002,020004
1683,5,0,1,8,0,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,020002,020004
1743,1,0,1,4,0,3,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,022040,024040
1743,4,0,1,4,0,3,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,022040,024040
154,0,0,1,7,1,1,7,-1,0,0,1,0,1,0,2,1,0,0.1,0.1,0,5,2,1,2,0.2,0,1,0,0,555515,355513
154,3,0,1,7,1,1,7,-1,0,0,1,0,1,0,2,1,0,0.1,0.1,0,5,2,1,2,0.2,0,1,0,0,555515,355513
349,0,0,1,8,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,115555,115553
349,1,0,1,7,0,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,202000,204000
349,3,0,1,8,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,115555,115553
349,4,0,1,7,0,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,202000,204000
499,2,0,1,5,0,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,022000,024000
499,5,0,1,5,0,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,022000,024000
619,2,0,1,1,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,242002,244002
619,5,0,1,1,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,242002,244002
694,1,0,1,0,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,315351,315551
694,4,0,1,0,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,315351,315551
709,0,0,1,3,0,2,7,-1,0,0,1,0,1,0,2,1,0,0.166667,0.166667,0,4,2,1,2,0,0,1,0,0,220202,420204
709,1,0,1,3,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,315133,315153
709,2,0,1,3,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,204022,204042
709,3,0,1,3,0,2,7,-1,0,0,1,0,1,0,2,1,0,0.166667,0.166667,0,4,2,1,2,0,0,1,0,0,220202,420204
709,4,0,1,3,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,315133,315153
709,5,0,1,3,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,204022,204042
994,1,0,1,6,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,204044,202044
994,4,0,1,6,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,204044,202044
1249,1,0,1,0,1,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,313111,513111
1249,4,0,1,0,1,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,313111,513111
1264,2,0,1,5,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,422024,422044
1264,5,0,1,5,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,422024,422044
1369,1,0,1,6,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,515155,515153
1369,2,0,1,5,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,133333,153333
1369,4,0,1,6,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,515155,515153
1369,5,0,1,5,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,133333,153333
1429,2,0,1,5,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,220402,420402
1429,5,0,1,5,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,220402,420402
1504,0,0,1,1,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,531313,531513
1504,2,0,1,5,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,220220,240220
1504,3,0,1,1,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,531313,531513
1504,5,0,1,5,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,220220,240220
1564,1,0,1,8,0,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,202000,402000
