deal,rot,event,seat,team,kind,card,target,set,hit,ownLocked,oppLocked,truthHolder,dead,gateBound,searched,changed,nCand,nTie,nFeasible,p,margin,score,pAlloc,unresolved
38,1,38,1,1,1,-1,-1,4,1,1,0,-1,0,0,0,0,29,0,4,1.000000,0.000000,0.000000,1.000000,29
38,1,39,1,1,0,42,0,7,0,1,0,5,0,1,0,0,26,1,0,0.135086,0.294703,9.860463,-1.000000,28
38,1,42,3,1,0,22,0,3,1,0,0,0,0,0,0,0,56,1,0,1.000000,5.452885,11.636186,-1.000000,30
38,1,43,3,1,0,23,0,3,1,0,0,0,0,0,0,0,55,3,0,0.740144,0.000000,14.768720,-1.000000,30
38,1,44,3,1,0,19,0,3,1,0,0,0,0,0,0,0,52,2,0,0.583907,0.000000,14.421251,-1.000000,29
38,1,45,1,1,1,-1,-1,3,1,1,0,-1,0,0,0,0,25,0,4,1.000000,0.000000,0.000000,1.000000,25
38,1,46,3,1,0,16,4,2,0,0,0,2,0,0,0,0,44,4,0,0.469563,0.000000,4.064435,-1.000000,26
38,1,48,3,1,0,15,4,2,1,0,0,4,0,0,0,0,43,3,0,0.680272,0.000000,14.284550,-1.000000,26
38,1,49,3,1,0,13,4,2,1,0,0,4,0,0,0,0,40,2,0,0.394362,0.000000,12.349673,-1.000000,25
38,1,50,3,1,0,12,4,2,0,0,0,0,0,0,0,0,37,1,0,0.341642,1.660838,13.544306,-1.000000,24
38,1,52,5,1,0,44,4,7,0,1,0,1,0,0,0,0,34,2,0,0.061076,0.000000,11.054077,-1.000000,22
38,1,55,1,1,0,42,2,7,0,1,0,5,0,1,0,0,14,2,0,0.099866,0.000000,11.759944,-1.000000,21
38,1,61,3,1,0,9,2,1,0,0,0,1,0,0,0,0,30,10,0,0.270040,0.000000,0.300487,-1.000000,19
38,1,63,3,1,0,9,0,1,0,0,0,1,0,0,0,0,29,1,0,0.324277,0.679951,8.831462,-1.000000,19
38,1,65,3,1,0,9,4,1,0,0,0,1,0,0,0,0,28,1,0,0.231481,0.197789,8.686666,-1.000000,19
38,1,67,3,1,0,6,2,1,0,0,0,5,0,0,0,0,27,4,0,0.308962,0.000000,8.652977,-1.000000,19
38,1,69,5,1,0,46,4,7,0,1,0,1,0,0,0,0,16,1,0,0.072304,1.421906,11.888530,-1.000000,17
38,1,71,3,1,0,7,2,1,0,0,0,5,0,0,0,0,26,3,0,0.320450,0.000000,8.948812,-1.000000,19
38,1,73,5,1,0,44,0,7,0,1,0,1,0,1,0,0,15,3,0,0.057765,0.000000,10.425248,-1.000000,17
38,1,75,5,1,0,45,2,7,0,1,0,1,0,1,0,0,14,2,0,0.116947,0.000000,10.804989,-1.000000,17
38,1,76,1,1,1,-1,-1,7,1,1,0,-1,0,0,0,0,16,0,4,0.831743,0.000000,0.000000,0.831743,16
38,1,79,3,1,0,8,2,1,1,0,0,2,0,0,0,0,22,1,0,1.000000,11.193419,21.394207,-1.000000,9
38,1,80,3,1,0,6,0,1,0,1,0,5,0,0,0,0,21,3,0,0.333333,0.000000,11.786670,-1.000000,9
38,1,82,3,1,0,7,0,1,0,1,0,5,0,0,0,0,19,2,0,0.237362,0.000000,11.792734,-1.000000,9
38,1,84,3,1,0,11,0,1,0,1,0,1,0,0,0,0,17,1,0,0.263330,0.639944,12.740699,-1.000000,9
38,1,86,3,1,0,6,4,1,0,1,0,5,0,0,0,0,15,3,0,0.249625,0.000000,12.872148,-1.000000,9
38,1,88,3,1,0,7,4,1,0,1,0,5,0,0,0,0,13,2,0,0.095120,0.000000,12.146085,-1.000000,9
38,1,89,1,1,1,-1,-1,1,1,1,0,-1,0,0,0,0,6,0,1,1.000000,0.000000,0.000000,1.000000,6
38,1,91,3,1,0,30,0,5,1,0,0,0,0,0,0,0,10,2,0,0.973932,0.000000,10.703364,-1.000000,5
38,1,92,3,1,0,32,0,5,1,0,0,0,0,0,0,0,8,1,0,0.963824,5.214132,20.273258,-1.000000,4
38,1,93,3,1,0,31,2,5,1,0,0,2,0,0,0,0,6,3,0,0.666667,0.000000,15.702595,-1.000000,3
38,1,94,3,1,0,33,4,5,1,0,0,4,0,0,0,0,4,2,0,0.500000,0.000000,15.597649,-1.000000,2
38,1,95,3,1,0,34,2,5,1,0,0,2,0,0,0,0,0,0,0,-1.000000,0.000000,0.000000,-1.000000,0
38,1,96,1,1,1,-1,-1,5,1,1,0,-1,0,0,0,0,0,0,1,1.000000,0.000000,0.000000,1.000000,0
39,0,0,4,0,0,29,5,4,0,0,0,3,0,0,0,0,117,12,0,0.200000,0.000000,-1.530438,-1.000000,45
39,0,2,4,0,0,26,5,4,1,0,0,5,0,0,0,0,115,2,0,0.759547,0.000000,14.045687,-1.000000,45
39,0,3,4,0,0,28,5,4,0,0,0,3,0,0,0,0,112,1,0,0.279842,1.844361,10.191863,-1.000000,44
39,0,5,0,0,0,29,3,4,1,0,0,3,0,0,0,0,93,4,0,0.333333,0.000000,7.261954,-1.000000,44
39,0,6,0,0,0,28,1,4,0,0,0,3,0,0,0,0,91,1,0,0.346154,0.256071,13.148177,-1.000000,43
39,0,8,2,0,0,2,5,0,0,0,0,0,0,0,0,0,99,8,0,0.188355,0.000000,0.297870,-1.000000,42
39,0,11,2,0,0,0,5,0,0,0,0,0,0,0,0,0,98,3,0,0.178310,0.000000,7.334179,-1.000000,41
39,0,13,2,0,0,1,5,0,0,0,0,4,0,0,0,0,97,2,0,0.187330,0.000000,7.572701,-1.000000,41
39,0,15,2,0,0,3,5,0,1,0,0,5,0,0,0,0,96,1,0,0.205594,0.473847,7.985530,-1.000000,41
39,0,16,2,0,0,1,1,0,0,1,0,4,0,0,0,0,93,3,0,0.264192,0.000000,9.085095,-1.000000,40
39,0,18,0,0,0,28,3,4,1,0,0,3,0,0,0,0,81,1,0,0.491451,1.209511,15.477928,-1.000000,41
39,0,19,4,0,1,-1,-1,4,1,1,0,-1,0,0,0,0,40,0,32,1.000000,0.000000,0.000000,1.000000,40
39,0,20,0,0,0,1,3,0,0,1,0,4,0,0,0,0,74,1,0,0.538462,2.769691,14.804835,-1.000000,38
39,0,22,4,0,0,2,3,0,0,1,0,0,0,0,0,0,85,2,0,0.102563,0.000000,7.141120,-1.000000,39
39,0,24,4,0,0,0,3,0,0,1,0,0,0,0,0,0,84,1,0,0.155474,0.127088,10.884764,-1.000000,39
39,0,26,0,0,0,8,3,1,1,0,0,3,0,0,0,0,72,1,0,1.000000,0.377781,12.261697,-1.000000,36
39,0,27,0,0,0,10,5,1,1,0,0,5,0,0,0,0,71,1,0,1.000000,0.109850,20.495975,-1.000000,35
39,0,28,0,0,0,7,1,1,1,0,0,1,0,0,0,0,70,1,0,1.000000,3.341359,21.131401,-1.000000,35
39,0,29,0,0,0,6,5,1,1,0,0,5,0,0,0,0,69,2,0,0.870430,0.000000,18.580696,-1.000000,35
39,0,30,0,0,0,11,5,1,1,0,0,5,0,0,0,0,66,1,0,0.540326,3.964205,20.062315,-1.000000,34
39,0,31,0,0,1,-1,-1,1,1,1,0,-1,0,0,0,0,33,0,32,1.000000,0.000000,0.000000,1.000000,33
39,0,32,0,0,0,4,5,0,0,1,0,2,0,0,0,0,63,2,0,0.009816,0.000000,9.299973,-1.000000,33
39,0,34,4,0,0,2,1,0,0,1,0,0,0,0,0,0,81,2,0,0.128379,0.000000,11.026311,-1.000000,35
39,0,37,4,0,0,0,1,0,0,1,0,0,0,0,0,0,66,1,0,0.296277,3.462107,14.052744,-1.000000,34
39,0,38,2,0,1,-1,-1,0,1,1,0,-1,0,0,0,0,28,0,16,1.000000,0.000000,0.000000,1.000000,28
39,0,41,4,0,0,21,3,3,0,0,0,0,0,0,0,0,60,20,0,0.219707,0.000000,0.234701,-1.000000,30
39,0,43,4,0,0,23,3,3,1,0,0,3,0,0,0,0,58,3,0,0.583166,0.000000,12.934614,-1.000000,30
39,0,44,4,0,0,22,3,3,1,0,0,3,0,0,0,0,55,2,0,0.292343,0.000000,11.077193,-1.000000,29
39,0,45,4,0,0,20,3,3,0,0,0,5,0,0,0,0,52,1,0,0.252500,1.823120,12.694183,-1.000000,28
39,0,48,0,0,0,35,3,5,1,0,0,3,0,0,0,0,46,1,0,1.000000,3.017464,14.257965,-1.000000,26
39,0,49,0,0,0,34,3,5,1,0,0,3,0,0,0,0,45,2,0,0.760807,0.000000,18.270266,-1.000000,26
39,0,50,0,0,0,33,3,5,1,0,0,3,0,0,0,0,42,1,0,0.331532,3.838710,16.448351,-1.000000,25
39,0,51,0,0,0,30,1,5,0,1,0,2,0,0,0,0,39,1,0,0.355419,0.934625,16.537014,-1.000000,24
39,0,54,2,0,0,32,3,5,0,1,0,0,0,0,0,0,58,2,0,0.064706,0.000000,13.228479,-1.000000,20
39,0,55,0,0,1,-1,-1,5,1,1,0,-1,0,0,0,0,19,0,30,1.000000,0.000000,0.000000,1.000000,19
39,0,57,2,0,0,21,1,3,0,0,0,0,0,0,0,0,51,2,0,0.500000,0.000000,12.897614,-1.000000,18
39,0,59,4,0,0,21,5,3,0,0,0,0,0,0,0,0,48,1,0,0.500000,6.485143,17.738808,-1.000000,18
39,0,68,2,0,0,43,5,7,1,0,0,5,0,0,0,0,40,1,0,1.000000,3.597169,13.214347,-1.000000,14
39,0,69,2,0,0,46,5,7,0,0,0,1,0,0,0,0,39,3,0,0.494654,0.000000,13.185231,-1.000000,14
39,0,74,4,0,0,48,1,8,1,0,0,1,0,0,0,0,27,1,0,0.814206,2.457063,8.150567,-1.000000,10
39,0,75,4,0,0,52,3,8,1,0,0,3,0,0,0,0,25,1,0,0.546754,2.332784,13.450823,-1.000000,9
39,0,76,4,0,0,49,1,8,0,0,0,0,0,0,0,0,23,3,0,0.328543,0.000000,12.897598,-1.000000,8
39,0,78,0,0,0,50,3,8,0,0,0,4,0,0,0,0,22,3,0,0.131549,0.000000,10.426647,-1.000000,8
39,0,84,4,0,0,12,5,2,1,0,0,5,0,0,0,0,13,1,0,0.571944,1.425421,6.295536,-1.000000,7
39,0,85,4,0,0,13,1,2,1,0,0,1,0,0,0,0,8,4,0,0.436617,0.000000,12.991311,-1.000000,6
39,0,86,4,0,0,14,1,2,0,0,0,2,0,0,0,0,6,3,0,0.255956,0.000000,14.028384,-1.000000,5
39,0,91,4,0,0,12,1,2,1,0,0,1,0,0,0,0,6,4,0,1.000000,0.000000,20.327635,-1.000000,4
39,0,92,4,0,0,13,1,2,1,0,0,1,0,0,0,0,5,3,0,1.000000,0.000000,21.492577,-1.000000,4
39,0,93,4,0,0,14,1,2,1,0,0,1,0,0,0,0,4,2,0,1.000000,0.000000,22.664057,-1.000000,4
39,0,94,4,0,0,15,1,2,1,0,0,1,0,0,0,0,3,1,0,1.000000,18.141119,29.151838,-1.000000,4
39,0,95,0,0,1,-1,-1,2,1,1,0,-1,0,0,0,0,2,0,1,1.000000,0.000000,0.000000,1.000000,2
39,0,97,2,0,0,48,3,8,1,0,0,3,0,0,0,0,5,5,0,1.000000,0.000000,18.016829,-1.000000,0
39,0,98,2,0,0,49,3,8,1,0,0,3,0,0,0,0,4,4,0,1.000000,0.000000,21.887947,-1.000000,0
39,0,99,2,0,0,50,3,8,1,0,0,3,0,0,0,0,3,3,0,1.000000,0.000000,22.927597,-1.000000,0
39,0,100,2,0,0,52,3,8,1,0,0,3,0,0,0,0,2,2,0,1.000000,0.000000,24.026451,-1.000000,0
39,0,101,2,0,0,53,3,8,1,0,0,3,0,0,0,0,0,0,0,-1.000000,0.000000,0.000000,-1.000000,0
39,0,102,0,0,1,-1,-1,8,1,1,0,-1,0,0,0,0,0,0,1,1.000000,0.000000,0.000000,1.000000,0
39,1,1,5,1,0,24,4,4,0,0,0,0,0,0,0,0,98,4,0,0.476089,0.000000,1.469068,-1.000000,45
39,1,4,5,1,0,10,0,1,0,0,0,4,0,0,0,0,84,16,0,0.204633,0.000000,-1.497844,-1.000000,45
39,1,7,1,1,0,10,2,1,0,0,0,4,0,0,0,0,62,1,0,0.362896,0.735853,5.245381,-1.000000,43
39,1,9,5,1,0,10,4,1,1,0,0,4,0,0,0,0,81,1,0,0.495029,4.655883,11.191314,-1.000000,44
39,1,10,5,1,0,9,2,1,0,0,0,0,0,0,0,0,80,3,0,0.101755,0.000000,8.008652,-1.000000,43
39,1,12,5,1,0,8,2,1,0,0,0,3,0,0,0,0,78,2,0,0.110370,0.000000,8.285399,-1.000000,43
39,1,14,5,1,0,7,2,1,0,0,0,1,0,0,0,0,76,1,0,0.125926,0.420872,8.777701,-1.000000,43
39,1,17,1,1,0,8,0,1,0,0,0,3,0,0,0,0,58,2,0,0.361443,0.000000,9.517300,-1.000000,41
39,1,21,3,1,0,7,4,1,0,0,0,1,0,0,0,0,46,2,0,0.059273,0.000000,5.556370,-1.000000,38
39,1,23,3,1,0,9,4,1,0,0,0,0,0,0,0,0,45,1,0,0.088983,0.121771,8.830424,-1.000000,38
39,1,25,3,1,0,7,0,1,0,0,0,1,0,0,0,0,44,2,0,0.112380,0.000000,8.435952,-1.000000,38
39,1,33,5,1,0,40,4,6,0,0,0,1,0,0,0,0,57,4,0,0.159530,0.000000,-2.661550,-1.000000,35
39,1,35,1,1,0,41,4,6,1,0,0,4,0,0,0,0,48,4,0,0.118476,0.000000,2.552541,-1.000000,30
39,1,36,1,1,0,37,4,6,0,0,0,5,0,0,0,0,45,3,0,0.079725,0.000000,6.651538,-1.000000,29
39,1,39,1,1,0,38,2,6,1,0,0,2,0,0,0,0,44,2,0,0.151402,0.000000,7.125401,-1.000000,27
39,1,40,1,1,0,39,4,6,0,1,0,5,0,0,0,0,41,1,0,0.062586,0.054882,8.841608,-1.000000,26
39,1,42,3,1,0,18,4,3,0,0,0,2,0,0,0,0,35,3,0,0.536183,0.000000,3.160994,-1.000000,28
39,1,46,3,1,0,35,2,5,1,0,0,2,0,0,0,0,24,8,0,0.238578,0.000000,-1.913503,-1.000000,28
39,1,47,3,1,0,30,0,5,0,0,0,2,0,0,0,0,21,6,0,0.206366,0.000000,6.896137,-1.000000,27
39,1,52,1,1,0,37,2,6,0,1,0,5,0,0,0,0,40,2,0,0.103824,0.000000,8.069966,-1.000000,21
39,1,53,5,1,1,-1,-1,6,1,1,0,-1,0,0,0,0,24,0,16,0.796472,0.000000,0.000000,0.796472,24
39,1,56,3,1,0,48,2,8,0,0,0,1,0,0,0,0,12,4,0,0.203125,0.000000,-2.086861,-1.000000,20
39,1,58,1,1,0,52,4,8,0,0,0,3,0,0,0,0,36,5,0,0.209814,0.000000,1.587747,-1.000000,16
39,1,60,5,1,0,21,0,3,1,0,0,0,0,0,0,0,38,1,0,1.000000,0.230458,15.938366,-1.000000,18
39,1,61,5,1,0,18,2,3,1,0,0,2,0,0,0,0,37,1,0,1.000000,0.596052,19.348568,-1.000000,18
39,1,62,5,1,0,23,4,3,1,0,0,4,0,0,0,0,35,3,0,1.000000,0.000000,19.616819,-1.000000,17
39,1,63,5,1,0,22,4,3,1,0,0,4,0,0,0,0,34,2,0,1.000000,0.000000,20.727871,-1.000000,17
39,1,64,5,1,0,19,4,3,1,0,0,4,0,0,0,0,33,1,0,1.000000,15.207904,26.305643,-1.000000,17
39,1,65,1,1,1,-1,-1,3,1,1,0,-1,0,0,0,0,13,0,10,1.000000,0.000000,0.000000,1.000000,13
39,1,66,5,1,0,43,4,7,1,0,0,4,0,0,0,0,30,10,0,0.224591,0.000000,-1.783405,-1.000000,16
39,1,67,5,1,0,47,2,7,0,0,0,1,0,0,0,0,27,4,0,0.242765,0.000000,7.253419,-1.000000,15
39,1,70,5,1,0,43,2,7,1,0,0,2,0,0,0,0,26,1,0,1.000000,5.294815,19.228249,-1.000000,15
39,1,71,5,1,0,42,2,7,1,0,0,2,0,0,0,0,25,2,0,0.763435,0.000000,15.183192,-1.000000,15
39,1,72,1,1,1,-1,-1,7,1,1,0,-1,0,0,0,0,10,0,0,1.000000,0.000000,0.000000,1.000000,10
39,1,73,5,1,0,13,4,2,0,0,0,1,0,0,0,0,15,5,0,0.240907,0.000000,-1.277162,-1.000000,11
39,1,77,1,1,0,12,0,2,0,0,0,5,0,0,0,0,12,8,0,0.283961,0.000000,5.112584,-1.000000,8
39,1,79,3,1,0,48,4,8,1,0,0,4,0,0,0,0,9,2,0,1.000000,0.000000,18.635050,-1.000000,9
39,1,80,3,1,0,52,4,8,1,0,0,4,0,0,0,0,8,1,0,1.000000,2.028062,19.907896,-1.000000,9
39,1,81,3,1,0,49,0,8,1,0,0,0,0,0,0,0,7,1,0,0.992638,1.088366,18.512693,-1.000000,9
39,1,82,3,1,0,50,4,8,1,0,0,4,0,0,0,0,5,1,0,0.847866,2.402798,17.775827,-1.000000,8
39,1,83,3,1,0,51,4,8,0,0,0,2,0,0,0,0,3,1,0,0.406718,2.510534,18.201742,-1.000000,7
39,1,87,1,1,0,12,4,2,1,0,0,4,0,0,0,0,10,2,0,1.000000,0.000000,18.934444,-1.000000,5
39,1,88,1,1,0,13,4,2,1,0,0,4,0,0,0,0,9,1,0,1.000000,5.986985,19.847563,-1.000000,5
39,1,89,1,1,0,14,2,2,1,0,0,2,0,0,0,0,8,1,0,0.697494,0.601932,14.171163,-1.000000,5
39,1,90,1,1,0,16,4,2,0,0,0,0,0,0,0,0,6,2,0,0.496684,0.000000,14.475616,-1.000000,4
40,0,0,2,0,0,30,3,5,1,0,0,3,0,0,0,0,63,9,0,0.200000,0.000000,-0.348799,-1.000000,45
40,0,1,2,0,0,35,5,5,0,1,0,0,0,0,0,0,60,4,0,0.204545,0.000000,9.389518,-1.000000,44
40,0,3,0,0,0,34,5,5,0,1,0,2,0,0,0,0,60,3,0,0.089476,0.000000,6.012823,-1.000000,44
40,0,6,4,0,0,37,1,6,0,1,0,2,0,0,0,0,66,3,0,0.227832,0.000000,-0.050513,-1.000000,44
40,0,8,0,0,0,32,1,5,0,1,0,2,0,0,0,0,58,2,0,0.109022,0.000000,8.366669,-1.000000,43
40,0,11,2,0,0,31,5,5,0,1,0,0,0,0,0,0,59,1,0,0.042936,0.160371,9.739103,-1.000000,38
40,0,13,4,0,0,37,3,6,0,1,0,2,0,0,0,0,65,1,0,0.261365,0.172633,8.504510,-1.000000,39
40,0,15,4,0,0,37,5,6,0,1,0,2,0,0,0,0,64,1,0,0.248885,0.006856,8.933407,-1.000000,39
40,0,18,4,0,0,38,1,6,0,1,0,0,0,0,0,0,63,2,0,0.261862,0.000000,9.462324,-1.000000,38
40,0,20,4,0,0,39,1,6,0,1,0,2,0,0,0,0,61,1,0,0.241786,0.695846,10.421151,-1.000000,38
40,0,22,2,0,0,38,3,6,0,1,0,0,0,0,0,0,56,1,0,0.344912,0.359291,9.593776,-1.000000,37
40,0,24,4,0,0,38,5,6,0,1,0,0,0,0,0,0,59,1,0,0.413324,4.202630,13.428492,-1.000000,38
40,0,26,4,0,0,39,3,6,0,1,0,2,0,0,0,0,58,1,0,0.139062,0.080031,11.372459,-1.000000,37
40,0,28,0,0,0,39,5,6,0,1,0,2,0,0,0,0,38,1,0,0.295420,0.280684,9.212771,-1.000000,37
40,0,30,0,0,0,36,1,6,0,1,0,4,0,0,0,0,37,3,0,0.021844,0.000000,8.540813,-1.000000,36
40,0,32,0,0,0,40,3,6,0,1,0,4,0,0,0,0,36,2,0,0.016784,0.000000,8.602407,-1.000000,36
40,0,34,0,0,0,41,3,6,0,1,0,4,0,0,0,0,35,1,0,0.016684,0.003816,8.651578,-1.000000,36
40,0,35,2,0,1,-1,-1,6,1,1,0,-1,0,0,0,0,36,0,1,0.876147,0.000000,0.000000,0.876147,36
40,0,37,4,0,0,28,1,4,1,0,0,1,0,0,0,0,56,4,0,0.687618,0.000000,3.959846,-1.000000,35
40,0,38,4,0,0,29,1,4,0,0,0,2,0,0,0,0,53,3,0,0.583531,0.000000,11.399156,-1.000000,34
40,0,42,0,0,0,33,3,5,0,1,0,2,0,0,0,0,28,1,0,0.078386,0.010426,6.074942,-1.000000,31
40,0,46,2,0,0,35,1,5,0,1,0,0,0,0,0,0,31,2,0,0.034328,0.000000,6.625101,-1.000000,28
40,0,50,4,0,0,51,1,8,1,0,0,1,0,0,0,0,39,1,0,1.000000,7.342522,11.073784,-1.000000,24
40,0,51,4,0,0,53,1,8,1,0,0,1,0,0,0,0,38,3,0,0.609817,0.000000,12.312336,-1.000000,24
40,0,52,4,0,0,52,1,8,1,0,0,1,0,0,0,0,35,2,0,0.404331,0.000000,11.572754,-1.000000,23
40,0,53,4,0,0,50,1,8,1,0,0,1,0,0,0,0,32,1,0,0.351667,3.227641,13.728421,-1.000000,22
40,0,54,0,0,1,-1,-1,8,1,1,0,-1,0,0,0,0,19,0,2,1.000000,0.000000,0.000000,1.000000,19
40,0,55,4,0,0,6,5,1,0,0,0,3,0,0,0,0,27,4,0,0.252440,0.000000,0.323787,-1.000000,20
40,0,58,4,0,0,11,5,1,1,0,0,5,0,0,0,0,26,1,0,1.000000,5.026913,19.156334,-1.000000,20
40,0,59,4,0,0,8,5,1,0,0,0,1,0,0,0,0,25,2,0,0.769377,0.000000,15.382925,-1.000000,20
40,0,63,0,0,0,32,5,5,0,1,0,2,0,0,0,0,15,1,0,0.108997,0.043682,9.488147,-1.000000,15
40,0,66,2,0,1,-1,-1,5,1,1,0,-1,0,0,0,0,14,0,3,0.803037,0.000000,0.000000,0.803037,14
40,0,67,0,0,0,44,5,7,1,0,0,5,0,0,0,0,9,3,0,0.333333,0.000000,0.912071,-1.000000,11
40,0,68,0,0,0,45,3,7,1,0,0,3,0,0,0,0,6,2,0,0.267857,0.000000,10.624830,-1.000000,10
40,0,69,0,0,0,46,5,7,0,1,0,4,0,0,0,0,3,1,0,0.285714,0.351181,14.375867,-1.000000,9
40,0,72,2,0,0,18,5,3,1,0,0,5,0,0,0,0,12,4,0,0.381079,0.000000,2.048867,-1.000000,8
40,0,73,2,0,0,19,5,3,0,0,0,1,0,0,0,0,9,3,0,0.238361,0.000000,9.940620,-1.000000,7
40,0,78,0,0,0,46,1,7,0,1,0,4,0,0,0,0,2,2,0,0.333333,0.000000,15.863275,-1.000000,4
40,0,80,0,0,1,-1,-1,7,1,1,0,-1,0,0,0,0,0,0,1,1.000000,0.000000,0.000000,1.000000,0
40,1,2,5,1,0,14,0,2,0,0,0,4,0,0,0,0,63,6,0,0.211477,0.000000,-0.364740,-1.000000,44
40,1,4,5,1,0,14,4,2,1,0,0,4,0,0,0,0,62,1,0,0.268038,0.360974,8.069836,-1.000000,44
40,1,5,5,1,0,17,4,2,0,1,0,3,0,0,0,0,60,2,0,0.198771,0.000000,9.364149,-1.000000,43
40,1,7,1,1,0,17,0,2,0,1,0,3,0,0,0,0,59,1,0,0.331695,0.321581,8.170913,-1.000000,43
40,1,9,1,1,0,17,2,2,0,1,0,3,0,0,0,0,58,1,0,0.482250,5.147661,12.245569,-1.000000,43
40,1,10,5,1,1,-1,-1,2,1,1,0,-1,0,0,0,0,41,0,16,1.000000,0.000000,0.000000,1.000000,41
40,1,12,5,1,0,2,4,0,0,0,0,3,0,0,0,0,54,8,0,0.184862,0.000000,-0.733818,-1.000000,41
40,1,14,3,1,0,0,4,0,0,0,0,0,0,0,0,0,69,3,0,0.092241,0.000000,5.857275,-1.000000,40
40,1,16,5,1,0,0,0,0,1,0,0,0,0,0,0,0,52,1,0,0.313973,0.207021,9.741534,-1.000000,41
40,1,17,5,1,0,1,4,0,0,1,0,3,0,0,0,0,50,2,0,0.094908,0.000000,8.723517,-1.000000,40
40,1,19,1,1,0,25,4,4,0,0,0,3,0,0,0,0,48,6,0,0.203334,0.000000,0.204398,-1.000000,38
40,1,21,1,1,0,25,2,4,0,0,0,3,0,0,0,0,47,1,0,0.299758,0.041840,8.539133,-1.000000,38
40,1,23,3,1,0,3,4,0,0,1,0,5,0,0,0,0,66,2,0,0.032681,0.000000,9.788701,-1.000000,39
40,1,25,5,1,0,4,4,0,0,1,0,3,0,0,0,0,49,1,0,0.097183,0.134097,9.178290,-1.000000,39
40,1,27,3,1,0,5,0,0,0,1,0,5,0,0,0,0,65,1,0,0.037266,0.049406,9.988205,-1.000000,38
40,1,29,5,1,0,2,0,0,0,1,0,3,0,0,0,0,48,3,0,0.062016,0.000000,8.896791,-1.000000,38
40,1,31,1,1,0,25,0,4,0,0,0,3,0,0,0,0,46,1,0,0.336831,0.746071,9.561910,-1.000000,36
40,1,33,3,1,0,3,0,0,0,1,0,5,0,0,0,0,64,1,0,0.027181,0.078419,9.768962,-1.000000,37
40,1,36,3,1,0,5,4,0,0,1,0,5,0,0,0,0,63,1,0,0.038454,0.529545,10.467617,-1.000000,33
40,1,39,1,1,0,24,4,4,1,0,0,4,0,0,0,0,45,2,0,1.000000,0.000000,20.466072,-1.000000,32
40,1,40,1,1,0,28,4,4,1,0,0,4,0,0,0,0,42,1,0,1.000000,13.606359,23.162481,-1.000000,31
40,1,41,1,1,0,29,0,4,0,0,0,2,0,0,0,0,41,1,0,0.294103,0.380625,14.066970,-1.000000,31
40,1,43,3,1,0,29,2,4,1,0,0,2,0,0,0,0,54,1,0,0.542955,3.500494,13.539668,-1.000000,31
40,1,44,1,1,1,-1,-1,4,1,1,0,-1,0,0,0,0,29,0,8,1.000000,0.000000,0.000000,1.000000,29
40,1,45,3,1,0,3,2,0,0,1,0,5,0,1,0,0,47,2,0,0.034549,0.000000,8.137997,-1.000000,28
40,1,47,1,1,0,51,0,8,1,0,0,0,0,0,0,0,39,3,0,0.264680,0.000000,1.575366,-1.000000,28
40,1,48,3,1,1,-1,-1,0,1,1,0,-1,0,0,0,0,27,0,32,0.855371,0.000000,0.000000,0.855371,27
40,1,49,1,1,0,48,4,8,0,0,0,0,0,0,0,0,36,2,0,0.202142,0.000000,11.201836,-1.000000,23
40,1,56,5,1,0,11,4,1,1,0,0,4,0,0,0,0,41,4,0,0.424062,0.000000,2.204168,-1.000000,19
40,1,57,5,1,0,7,4,1,0,0,0,2,0,0,0,0,38,3,0,0.202718,0.000000,8.750401,-1.000000,18
40,1,60,5,1,0,9,4,1,1,0,0,4,0,0,0,0,37,2,0,1.000000,0.000000,20.191982,-1.000000,18
40,1,61,5,1,0,11,4,1,1,0,0,4,0,0,0,0,34,1,0,1.000000,12.250362,21.133226,-1.000000,17
40,1,62,5,1,0,7,0,1,0,0,0,2,0,0,0,0,33,3,0,0.284741,0.000000,9.966212,-1.000000,17
40,1,64,5,1,0,7,2,1,1,0,0,2,0,0,0,0,32,1,0,0.423218,0.486548,11.257495,-1.000000,17
40,1,65,5,1,0,8,0,1,0,1,0,1,0,0,0,0,31,2,0,0.307582,0.000000,12.358518,-1.000000,16
40,1,70,5,1,0,8,2,1,0,1,0,1,0,0,0,0,15,1,0,0.333333,0.081994,13.009727,-1.000000,10
40,1,71,3,1,1,-1,-1,1,1,1,0,-1,0,0,0,0,9,0,1,1.000000,0.000000,0.000000,1.000000,9
40,1,74,5,1,0,18,2,3,1,0,0,2,0,0,0,0,12,1,0,1.000000,7.876336,12.140899,-1.000000,8
40,1,75,5,1,0,20,2,3,1,0,0,2,0,0,0,0,11,3,0,0.542901,0.000000,12.791499,-1.000000,8
40,1,76,5,1,0,21,2,3,1,0,0,2,0,0,0,0,8,2,0,0.315851,0.000000,12.216697,-1.000000,7
40,1,77,5,1,0,19,0,3,0,1,0,1,0,0,0,0,4,2,0,0.358417,0.000000,13.132415,-1.000000,6
40,1,79,3,1,1,-1,-1,3,1,1,0,-1,0,0,0,0,4,0,1,1.000000,0.000000,0.000000,1.000000,4
41,0,0,4,0,0,53,5,8,0,0,0,2,0,0,0,0,99,24,0,0.200000,0.000000,-1.529570,-1.000000,45
41,0,2,4,0,0,53,1,8,0,0,0,2,0,0,0,0,98,2,0,0.250000,0.000000,6.817642,-1.000000,45
